身份证号,酒店名称,入住时间,入住房号,退房时间,入住城市
980,无棣二大厦酒店,1435005506,491,1435025506,铁力
396,台东二路酒店,1466363022,319,1466383022,武威
795,屏东广场酒店,1430715043,993,1430735043,珠海
392,屏东广场酒店,1430715043,993,1430735043,珠海
413,福清广场酒店,1408701140,692,1408721140,新密
437,福清广场酒店,1408701140,692,1408721140,新密
332,福清广场酒店,1408701140,692,1408721140,新密
219,城武支大厦酒店,1457276809,430,1457296809,咸阳
19,城武支大厦酒店,1457276809,430,1457296809,咸阳
245,珠海一广场酒店,1472629217,301,1472649217,合作
607,阳信路酒店,1464782138,588,1464802138,即墨
696,阳信路酒店,1464782138,588,1464802138,即墨
433,仙山东路酒店,1493376043,523,1493396043,莱芜
156,仙山东路酒店,1493376043,523,1493396043,莱芜
740,台西一大厦酒店,1444949804,779,1444969804,百色
543,台西一大厦酒店,1444949804,779,1444969804,百色
865,武昌路酒店,1413478193,270,1413498193,兴城
159,清平路酒店,1426727880,783,1426747880,滨州
589,大港三街酒店,1437072493,660,1437092493,沙市
163,大港三街酒店,1437072493,660,1437092493,沙市
117,大港三街酒店,1437072493,660,1437092493,沙市
524,昆明路酒店,1472447397,552,1472467397,阜阳
452,昆明路酒店,1472447397,552,1472467397,阜阳
131,徐家麦岛函谷关广场酒店,1477585284,593,1477605284,鸡西
927,徐家麦岛函谷关广场酒店,1477585284,593,1477605284,鸡西
498,松山广场酒店,1464712210,255,1464732210,灵宝
361,松山广场酒店,1464712210,255,1464732210,灵宝
360,松山广场酒店,1464712210,255,1464732210,灵宝
746,台西纬二路酒店,1436239314,494,1436259314,资兴
976,台西纬一广场酒店,1482067312,984,1482087312,崇左
364,安庆路酒店,1418823378,975,1418843378,可克达拉
877,安庆路酒店,1418823378,975,1418843378,可克达拉
796,安庆路酒店,1418823378,975,1418843378,可克达拉
43,香港中大厦酒店,1488600205,800,1488620205,井冈山
587,香港中大厦酒店,1488600205,800,1488620205,井冈山
503,香港中大厦酒店,1488600205,800,1488620205,井冈山
327,香港西大厦酒店,1465119791,654,1465139791,宜昌
408,香港西大厦酒店,1465119791,654,1465139791,宜昌
104,齐东路酒店,1458686493,489,1458706493,二连浩特
979,齐东路酒店,1458686493,489,1458706493,二连浩特
772,齐东路酒店,1458686493,489,1458706493,二连浩特
201,辽宁路酒店,1474476987,906,1474496987,兴义
729,辽宁路酒店,1474476987,906,1474496987,兴义
266,河北大厦酒店,1452198396,645,1452218396,安康
140,河北大厦酒店,1452198396,645,1452218396,安康
572,泰兴广场酒店,1433888063,319,1433908063,儋州
200,金口一广场酒店,1475669755,432,1475689755,宜兴
654,金口一广场酒店,1475669755,432,1475689755,宜兴
155,南口广场酒店,1419780440,950,1419800440,临湘
435,南口广场酒店,1419780440,950,1419800440,临湘
767,南口广场酒店,1419780440,950,1419800440,临湘
745,昌平街酒店,1438592945,545,1438612945,涿州
707,昌平街酒店,1438592945,545,1438612945,涿州
220,昌平街酒店,1438592945,545,1438612945,涿州
980,和兴路酒店,1402890580,798,1402910580,石狮
568,和兴路酒店,1402890580,798,1402910580,石狮
815,和兴路酒店,1402890580,798,1402910580,石狮
369,永嘉大厦酒店,1418276714,772,1418296714,韶关
956,永嘉大厦酒店,1418276714,772,1418296714,韶关
580,朝城路酒店,1489222620,505,1489242620,齐齐哈尔
132,朝城路酒店,1489222620,505,1489242620,齐齐哈尔
774,朝城路酒店,1489222620,505,1489242620,齐齐哈尔
653,潍县广场酒店,1453266010,695,1453286010,佳木斯
745,大名路酒店,1490673923,244,1490693923,卫辉
342,大名路酒店,1490673923,244,1490693923,卫辉
876,大名路酒店,1490673923,244,1490693923,卫辉
117,江宁广场酒店,1455106567,187,1455126567,扬中
50,江宁广场酒店,1455106567,187,1455126567,扬中
498,屏东广场酒店,1402420843,385,1402440843,清远
363,金湖大厦酒店,1473800443,112,1473820443,南雄
579,三明路酒店,1456941513,372,1456961513,黄山
76,三明路酒店,1456941513,372,1456961513,黄山
773,三明路酒店,1456941513,372,1456961513,黄山
495,宁波路酒店,1429330543,201,1429350543,天长
83,宁波路酒店,1429330543,201,1429350543,天长
724,宁波路酒店,1429330543,201,1429350543,天长
113,张店大厦酒店,1488597680,957,1488617680,包头
174,新湛三街酒店,1467656570,509,1467676570,安陆
998,新湛三街酒店,1467656570,509,1467676570,安陆
695,通化路酒店,1454123251,902,1454143251,醴陵
5,华严路酒店,1483954529,282,1483974529,焦作
899,明水路酒店,1492230215,418,1492250215,温州
548,明水路酒店,1492230215,418,1492250215,温州
425,新田路酒店,1403408679,760,1403428679,张家港
870,新田路酒店,1403408679,760,1403428679,张家港
590,新田路酒店,1403408679,760,1403428679,张家港
538,兴安大厦酒店,1410925235,647,1410945235,成都
750,兴安大厦酒店,1410925235,647,1410945235,成都
811,兴安大厦酒店,1410925235,647,1410945235,成都
294,嫩江广场酒店,1451549114,582,1451569114,高平
924,王村路酒店,1424340607,708,1424360607,霍州
511,王村路酒店,1424340607,708,1424360607,霍州
417,东海东大厦酒店,1460569451,631,1460589451,海林
942,东海东大厦酒店,1460569451,631,1460589451,海林
829,东海东大厦酒店,1460569451,631,1460589451,海林
326,宁国二路酒店,1460712628,706,1460732628,吉首
863,风岗街酒店,1446074261,258,1446094261,库尔勒
907,风岗街酒店,1446074261,258,1446094261,库尔勒
329,澳门六广场酒店,1438797667,340,1438817667,开平
681,汶上大厦酒店,1415526739,480,1415546739,临湘
728,汶上大厦酒店,1415526739,480,1415546739,临湘
772,鱼山支街酒店,1417457057,797,1417477057,丰城
562,鱼山支街酒店,1417457057,797,1417477057,丰城
28,鱼山支街酒店,1417457057,797,1417477057,丰城
187,华城路酒店,1469173588,437,1469193588,克拉玛依
817,苏州街酒店,1450980613,486,1451000613,涿州
34,苏州街酒店,1450980613,486,1451000613,涿州
211,苏州街酒店,1450980613,486,1451000613,涿州
149,泰山广场酒店,1436838010,203,1436858010,福泉
616,山海关路酒店,1428233914,328,1428253914,朔州
116,山海关路酒店,1428233914,328,1428253914,朔州
102,山海关路酒店,1428233914,328,1428253914,朔州
640,明月峡大厦酒店,1491494255,423,1491514255,呼和浩特
134,青岛路酒店,1405266253,143,1405286253,资兴
43,市场三街酒店,1492633811,224,1492653811,寿光
532,市场三街酒店,1492633811,224,1492653811,寿光
556,龙口街酒店,1494218528,674,1494238528,白银
878,龙口街酒店,1494218528,674,1494238528,白银
515,龙口街酒店,1494218528,674,1494238528,白银
836,肥城街酒店,1492599496,640,1492619496,日喀则
153,营口路酒店,1447692474,163,1447712474,吕梁
106,东海东大厦酒店,1406555734,241,1406575734,昌邑
726,杭州支广场酒店,1422573101,177,1422593101,普宁
338,宁国二路酒店,1485035971,267,1485055971,长沙
689,人和路酒店,1474179475,803,1474199475,新北
507,人和路酒店,1474179475,803,1474199475,新北
496,人和路酒店,1474179475,803,1474199475,新北
684,顺兴街酒店,1492382708,846,1492402708,常德
52,顺兴街酒店,1492382708,846,1492402708,常德
723,顺兴街酒店,1492382708,846,1492402708,常德
449,龙山路酒店,1493271846,818,1493291846,岑溪
145,龙山路酒店,1493271846,818,1493291846,岑溪
936,龙山路酒店,1493271846,818,1493291846,岑溪
686,台东西七街酒店,1452965443,142,1452985443,常州
230,台东西七街酒店,1452965443,142,1452985443,常州
997,大港一广场酒店,1467555553,365,1467575553,淮南
379,大港一广场酒店,1467555553,365,1467575553,淮南
394,湛山一街酒店,1472633174,708,1472653174,遵义
597,荷泽路酒店,1450637943,686,1450657943,巢湖
772,荷泽路酒店,1450637943,686,1450657943,巢湖
750,荷泽路酒店,1450637943,686,1450657943,巢湖
547,小港二街酒店,1434462989,669,1434482989,延吉
614,十梅庵街酒店,1409956890,246,1409976890,长乐
954,南阳街酒店,1462853967,399,1462873967,萍乡
862,南阳街酒店,1462853967,399,1462873967,萍乡
196,新湛路酒店,1449109116,762,1449129116,仙桃
64,新湛路酒店,1449109116,762,1449129116,仙桃
704,新湛路酒店,1449109116,762,1449129116,仙桃
332,曹县路酒店,1442275000,147,1442295000,龙泉
983,宁国二路酒店,1410250187,320,1410270187,图们
618,单县路酒店,1492947997,884,1492967997,韶山
3,单县路酒店,1492947997,884,1492967997,韶山
96,单县路酒店,1492947997,884,1492967997,韶山
340,龙口街酒店,1416186474,554,1416206474,南通
975,龙口街酒店,1416186474,554,1416206474,南通
794,菜市一街酒店,1436246744,928,1436266744,乐陵
678,菜市一街酒店,1436246744,928,1436266744,乐陵
572,德县路酒店,1459895041,128,1459915041,巴彦淖尔
348,德县路酒店,1459895041,128,1459915041,巴彦淖尔
821,磁山路酒店,1413353138,261,1413373138,肇庆
879,磁山路酒店,1413353138,261,1413373138,肇庆
709,西康街酒店,1409459199,795,1409479199,唐山
471,西康街酒店,1409459199,795,1409479199,唐山
329,屏东广场酒店,1447105506,359,1447125506,罗定
95,屏东广场酒店,1447105506,359,1447125506,罗定
840,屏东广场酒店,1447105506,359,1447125506,罗定
932,红山峡支路酒店,1453574075,132,1453594075,汕头
58,红山峡支路酒店,1453574075,132,1453594075,汕头
118,辽宁路酒店,1444797411,583,1444817411,穆棱
260,辽宁路酒店,1444797411,583,1444817411,穆棱
923,辽宁路酒店,1444797411,583,1444817411,穆棱
894,流亭立交桥酒店,1419159396,573,1419179396,郑州
563,流亭立交桥酒店,1419159396,573,1419179396,郑州
957,流亭立交桥酒店,1419159396,573,1419179396,郑州
989,澳门九广场酒店,1450683111,803,1450703111,岑溪
212,澳门九广场酒店,1450683111,803,1450703111,岑溪
759,澳门九广场酒店,1450683111,803,1450703111,岑溪
439,福清广场酒店,1493765839,357,1493785839,桃园
170,大港沿酒店,1439442377,623,1439462377,乐清
16,汶水街酒店,1457013744,732,1457033744,邵阳
280,汶水街酒店,1457013744,732,1457033744,邵阳
399,泰州二路酒店,1481196087,687,1481216087,原平
953,东海中街酒店,1471958984,590,1471978984,湛江
567,东海中街酒店,1471958984,590,1471978984,湛江
738,六码头酒店,1424303615,572,1424323615,泸水
999,六码头酒店,1424303615,572,1424323615,泸水
531,宜兴大厦酒店,1422261951,170,1422281951,大冶
312,宜兴大厦酒店,1422261951,170,1422281951,大冶
197,黄台支广场酒店,1427353599,515,1427373599,郴州
11,黄台支广场酒店,1427353599,515,1427373599,郴州
616,龙华街酒店,1473842647,331,1473862647,石首
659,安徽路酒店,1410620655,940,1410640655,益阳
544,安徽路酒店,1410620655,940,1410640655,益阳
507,江苏广场酒店,1458850420,684,1458870420,平顶山
750,昌乐街酒店,1492475160,541,1492495160,亳州
522,昌乐街酒店,1492475160,541,1492495160,亳州
358,金田路酒店,1459166575,722,1459186575,涟源
695,莱州路酒店,1439526211,647,1439546211,宜春
626,金门路酒店,1444739835,994,1444759835,梅河口
327,金门路酒店,1444739835,994,1444759835,梅河口
682,嘉祥路酒店,1490421870,168,1490441870,万源
545,嘉祥路酒店,1490421870,168,1490441870,万源
947,嘉祥路酒店,1490421870,168,1490441870,万源
365,兴阳路酒店,1441487461,646,1441507461,贵溪
505,兴阳路酒店,1441487461,646,1441507461,贵溪
751,观城路酒店,1457972055,962,1457992055,昌都
90,濮县街酒店,1432043461,785,1432063461,弥勒
200,居庸关街酒店,1437210900,295,1437230900,天水
603,居庸关街酒店,1437210900,295,1437230900,天水
46,包头路酒店,1404999993,803,1405019993,肇东
247,包头路酒店,1404999993,803,1405019993,肇东
923,包头路酒店,1404999993,803,1405019993,肇东
148,太平路酒店,1432414143,230,1432434143,鄂尔多斯
57,清平路酒店,1403109532,383,1403129532,岳阳
581,珠海一广场酒店,1480039258,880,1480059258,南雄
249,珠海一广场酒店,1480039258,880,1480059258,南雄
774,珠海一广场酒店,1480039258,880,1480059258,南雄
565,台东一街酒店,1468972040,759,1468992040,云浮
927,台东一街酒店,1468972040,759,1468992040,云浮
652,闽江四街酒店,1454189495,198,1454209495,漳平
134,闽江四街酒店,1454189495,198,1454209495,漳平
137,惜福镇街道酒店,1406337297,199,1406357297,阿拉山口
392,惜福镇街道酒店,1406337297,199,1406357297,阿拉山口
900,青大一街酒店,1465874840,243,1465894840,湛江
792,瞿塘峡街酒店,1414335737,564,1414355737,如皋
276,泉州街酒店,1480517309,879,1480537309,岳阳
109,宁德街酒店,1429085631,716,1429105631,潍坊
145,宁德街酒店,1429085631,716,1429105631,潍坊
447,菜市二路酒店,1472700830,412,1472720830,临安
761,市场三街酒店,1417911224,404,1417931224,新乡
379,市场三街酒店,1417911224,404,1417931224,新乡
278,市场三街酒店,1417911224,404,1417931224,新乡
400,汕头街酒店,1487548422,822,1487568422,简阳
999,台西四街酒店,1408287235,414,1408307235,阿图什
944,台西四街酒店,1408287235,414,1408307235,阿图什
598,漳州街二街酒店,1430326018,890,1430346018,常宁
732,漳州街二街酒店,1430326018,890,1430346018,常宁
309,漳州街二街酒店,1430326018,890,1430346018,常宁
944,汕头街酒店,1422748473,451,1422768473,大连
587,汕头街酒店,1422748473,451,1422768473,大连
461,汕头街酒店,1422748473,451,1422768473,大连
859,濮县街酒店,1449670604,579,1449690604,赤峰
483,大港纬一路酒店,1485586092,443,1485606092,烟台
806,普集支路酒店,1404550688,880,1404570688,定西
936,普集支路酒店,1404550688,880,1404570688,定西
870,普集支路酒店,1404550688,880,1404570688,定西
553,兴阳路酒店,1465929220,170,1465949220,长乐
940,兴阳路酒店,1465929220,170,1465949220,长乐
447,咸阳支街酒店,1442522083,120,1442542083,松滋
813,咸阳支街酒店,1442522083,120,1442542083,松滋
421,咸阳支街酒店,1442522083,120,1442542083,松滋
208,港环路酒店,1421230241,584,1421250241,化州
803,港环路酒店,1421230241,584,1421250241,化州
445,港环路酒店,1421230241,584,1421250241,化州
659,福州北路酒店,1419662932,684,1419682932,万宁
256,福州北路酒店,1419662932,684,1419682932,万宁
598,福州北路酒店,1419662932,684,1419682932,万宁
855,沛县路酒店,1404936294,118,1404956294,阿尔山
354,沛县路酒店,1404936294,118,1404956294,阿尔山
333,沛县路酒店,1404936294,118,1404956294,阿尔山
73,邹县广场酒店,1413224367,958,1413244367,通化
374,邹县广场酒店,1413224367,958,1413244367,通化
389,遵义路酒店,1426776309,510,1426796309,库尔勒
537,遵义路酒店,1426776309,510,1426796309,库尔勒
860,遵义路酒店,1426776309,510,1426796309,库尔勒
713,东海一大厦酒店,1412947743,656,1412967743,廉江
352,大港纬一路酒店,1494103268,173,1494123268,池州
990,汶水街酒店,1412392002,188,1412412002,钦州
962,山西广场酒店,1416532919,300,1416552919,蓬莱
473,礼阳路酒店,1400927717,668,1400947717,通化
643,礼阳路酒店,1400927717,668,1400947717,通化
160,礼阳路酒店,1400927717,668,1400947717,通化
597,浙江路酒店,1412358571,984,1412378571,金昌
517,浙江路酒店,1412358571,984,1412378571,金昌
889,桓台路酒店,1421949413,460,1421969413,醴陵
754,桓台路酒店,1421949413,460,1421969413,醴陵
854,桓台路酒店,1421949413,460,1421969413,醴陵
812,华阳路酒店,1453251481,325,1453271481,新乡
329,华阳路酒店,1453251481,325,1453271481,新乡
530,新昌街酒店,1463729331,272,1463749331,桃园
172,新昌街酒店,1463729331,272,1463749331,桃园
939,龙江街酒店,1452690928,924,1452710928,八德
663,福州北路酒店,1464743684,645,1464763684,玉溪
804,福州北路酒店,1464743684,645,1464763684,玉溪
298,福州北路酒店,1464743684,645,1464763684,玉溪
208,临朐路酒店,1486361043,178,1486381043,玉林
425,雒口大厦酒店,1427321026,340,1427341026,潜江
267,观城路酒店,1463759799,146,1463779799,新泰
448,道口路酒店,1458344793,398,1458364793,淮南
685,道口路酒店,1458344793,398,1458364793,淮南
907,宁国三大厦酒店,1427077674,586,1427097674,蒙自
72,宁国三大厦酒店,1427077674,586,1427097674,蒙自
234,郧阳路酒店,1466125477,993,1466145477,罗定
74,漳平路酒店,1449792957,782,1449812957,双鸭山
367,漳平路酒店,1449792957,782,1449812957,双鸭山
49,漳平路酒店,1449792957,782,1449812957,双鸭山
110,普集路酒店,1404213708,630,1404233708,海伦
409,普集路酒店,1404213708,630,1404233708,海伦
209,普集路酒店,1404213708,630,1404233708,海伦
364,丽水街酒店,1490832112,522,1490852112,永城
578,和阳广场酒店,1466574559,109,1466594559,瑞金
602,和阳广场酒店,1466574559,109,1466594559,瑞金
569,和阳广场酒店,1466574559,109,1466594559,瑞金
907,吴兴一广场酒店,1473209926,857,1473229926,舒兰
220,吴兴一广场酒店,1473209926,857,1473229926,舒兰
330,吴兴一广场酒店,1473209926,857,1473229926,舒兰
35,贵州街酒店,1418625387,381,1418645387,霍州
625,贵州街酒店,1418625387,381,1418645387,霍州
414,金湖大厦酒店,1409294796,644,1409314796,四平
553,洪泽湖路酒店,1487904522,206,1487924522,舞钢
642,洪泽湖路酒店,1487904522,206,1487924522,舞钢
248,洪泽湖路酒店,1487904522,206,1487924522,舞钢
208,台南路酒店,1485490742,330,1485510742,海口
136,台南路酒店,1485490742,330,1485510742,海口
183,台南路酒店,1485490742,330,1485510742,海口
670,鱼山广场酒店,1405497009,465,1405517009,汕尾
360,鱼山广场酒店,1405497009,465,1405517009,汕尾
108,鱼山广场酒店,1405497009,465,1405517009,汕尾
276,台西二街酒店,1409062951,428,1409082951,广汉
776,广饶支街酒店,1462822115,131,1462842115,承德
355,琴屿大厦酒店,1416372552,730,1416392552,恩施
287,南九水街酒店,1415238565,918,1415258565,讷河
653,南九水街酒店,1415238565,918,1415258565,讷河
355,漳浦广场酒店,1431417162,236,1431437162,延安
694,中川路酒店,1478867866,941,1478887866,锡林浩特
137,中川路酒店,1478867866,941,1478887866,锡林浩特
259,中川路酒店,1478867866,941,1478887866,锡林浩特
553,观象二路酒店,1418129808,639,1418149808,侯马
861,观象二路酒店,1418129808,639,1418149808,侯马
71,观象二路酒店,1418129808,639,1418149808,侯马
439,澳门九广场酒店,1490507977,495,1490527977,榆树
610,澳门九广场酒店,1490507977,495,1490527977,榆树
739,黑龙江路酒店,1463774554,122,1463794554,河津
803,郓城北广场酒店,1445950749,721,1445970749,耒阳
260,上海支路酒店,1473648814,825,1473668814,梅河口
487,大港沿酒店,1492611294,823,1492631294,蓬莱
704,吴淞路酒店,1430333618,647,1430353618,兴平
983,吴淞路酒店,1430333618,647,1430353618,兴平
846,埕口路酒店,1403189154,736,1403209154,衡阳
500,埕口路酒店,1403189154,736,1403209154,衡阳
757,埕口路酒店,1403189154,736,1403209154,衡阳
64,东海一大厦酒店,1490143282,939,1490163282,如皋
306,东海一大厦酒店,1490143282,939,1490163282,如皋
756,渤海街酒店,1412221173,508,1412241173,中山
479,渤海街酒店,1412221173,508,1412241173,中山
482,渤海街酒店,1412221173,508,1412241173,中山
724,澳门四街酒店,1432370019,461,1432390019,舞钢
110,澳门四街酒店,1432370019,461,1432390019,舞钢
916,曲阜街酒店,1409761270,405,1409781270,绥芬河
572,曲阜街酒店,1409761270,405,1409781270,绥芬河
919,曲阜街酒店,1409761270,405,1409781270,绥芬河
920,香港西大厦酒店,1430996717,351,1431016717,额尔古纳
810,香港西大厦酒店,1430996717,351,1431016717,额尔古纳
532,香港西大厦酒店,1430996717,351,1431016717,额尔古纳
259,仙游路酒店,1427637245,442,1427657245,樟树
391,仙游路酒店,1427637245,442,1427657245,樟树
414,仙游路酒店,1427637245,442,1427657245,樟树
867,新竹路酒店,1404859406,132,1404879406,三河
708,东山路酒店,1442425234,636,1442445234,阿尔山
997,东山路酒店,1442425234,636,1442445234,阿尔山
580,埕口路酒店,1453100957,349,1453120957,洪湖
706,埕口路酒店,1453100957,349,1453120957,洪湖
758,惠民南路酒店,1430315974,896,1430335974,承德
477,肥城街酒店,1414904097,979,1414924097,建瓯
660,肥城街酒店,1414904097,979,1414924097,建瓯
966,南平广场酒店,1472736531,561,1472756531,东港
238,南平广场酒店,1472736531,561,1472756531,东港
445,贮水山支街酒店,1488634983,947,1488654983,哈尔滨
618,贮水山支街酒店,1488634983,947,1488654983,哈尔滨
747,泰山广场酒店,1442621785,727,1442641785,洛阳
166,恒山路酒店,1453370087,767,1453390087,醴陵
818,汕头街酒店,1407773180,476,1407793180,霸州
595,汕头街酒店,1407773180,476,1407793180,霸州
54,汕头街酒店,1407773180,476,1407793180,霸州
703,泰山支路酒店,1458789463,152,1458809463,新沂
930,泰山支路酒店,1458789463,152,1458809463,新沂
286,泰山支路酒店,1458789463,152,1458809463,新沂
513,德阳路酒店,1409711957,234,1409731957,南充
354,德阳路酒店,1409711957,234,1409731957,南充
153,台东四路酒店,1471469033,302,1471489033,安顺
72,台东四路酒店,1471469033,302,1471489033,安顺
825,台东四路酒店,1471469033,302,1471489033,安顺
209,泰州六街酒店,1491969078,369,1491989078,遂宁
479,泰州六街酒店,1491969078,369,1491989078,遂宁
358,四川路酒店,1459928398,611,1459948398,桃园
207,四川路酒店,1459928398,611,1459948398,桃园
844,博兴路酒店,1414111140,418,1414131140,石河子
881,红岛路酒店,1470805027,589,1470825027,江山
688,华城路酒店,1449464082,762,1449484082,孝义
967,华城路酒店,1449464082,762,1449484082,孝义
965,天台东二街酒店,1412619889,668,1412639889,市中
59,天台东二街酒店,1412619889,668,1412639889,市中
534,珠海一广场酒店,1436221219,813,1436241219,灯塔
610,珠海一广场酒店,1436221219,813,1436241219,灯塔
861,珠海一广场酒店,1436221219,813,1436241219,灯塔
597,金乡广场酒店,1436697436,336,1436717436,德阳
204,金乡广场酒店,1436697436,336,1436717436,德阳
250,洪泽湖路酒店,1402255185,379,1402275185,上饶
49,洪泽湖路酒店,1402255185,379,1402275185,上饶
294,台西三路酒店,1443321790,149,1443341790,呼和浩特
148,莒县路酒店,1412675540,808,1412695540,合肥
50,莒县路酒店,1412675540,808,1412695540,合肥
17,莒县路酒店,1412675540,808,1412695540,合肥
738,贮水山大厦酒店,1462998817,259,1463018817,凤城
192,贮水山大厦酒店,1462998817,259,1463018817,凤城
926,博兴路酒店,1447125015,257,1447145015,朔州
261,兴阳路酒店,1430609911,750,1430629911,黑河
460,澳门三路酒店,1457065761,253,1457085761,安庆
148,西陵峡三路酒店,1484384600,178,1484404600,清远
871,西陵峡三路酒店,1484384600,178,1484404600,清远
554,长安南路酒店,1464417076,657,1464437076,庆阳
496,雒口大厦酒店,1464217949,999,1464237949,毕节
141,雒口大厦酒店,1464217949,999,1464237949,毕节
890,春阳路酒店,1444345213,328,1444365213,滕州
845,春阳路酒店,1444345213,328,1444365213,滕州
202,春阳路酒店,1444345213,328,1444365213,滕州
915,丽水街酒店,1464945750,681,1464965750,南安
157,大港纬二路酒店,1466255970,152,1466275970,北安
231,大港纬二路酒店,1466255970,152,1466275970,北安
628,延安二广场酒店,1407979507,845,1407999507,菏泽
951,枣庄广场酒店,1444974746,958,1444994746,阆中
282,枣庄广场酒店,1444974746,958,1444994746,阆中
446,枣庄广场酒店,1444974746,958,1444994746,阆中
109,宁波路酒店,1405833090,509,1405853090,阳泉
653,宁波路酒店,1405833090,509,1405853090,阳泉
334,宁波路酒店,1405833090,509,1405853090,阳泉
884,隆德广场酒店,1479155867,605,1479175867,汾阳
708,隆德广场酒店,1479155867,605,1479175867,汾阳
925,曲阜街酒店,1460888298,570,1460908298,晋州
646,曲阜街酒店,1460888298,570,1460908298,晋州
19,长清街酒店,1414358019,565,1414378019,钟祥
612,台北路酒店,1454968270,531,1454988270,南通
493,台北路酒店,1454968270,531,1454988270,南通
662,台北路酒店,1454968270,531,1454988270,南通
63,闽江四街酒店,1460975168,191,1460995168,广元
379,闽江四街酒店,1460975168,191,1460995168,广元
509,闽江四街酒店,1460975168,191,1460995168,广元
478,小港一大厦酒店,1424029528,508,1424049528,兴化
278,小港一大厦酒店,1424029528,508,1424049528,兴化
85,大港四街酒店,1406710635,239,1406730635,平度
698,大港四街酒店,1406710635,239,1406730635,平度
367,蒙阴大厦酒店,1453526221,484,1453546221,马尔康
426,淄川广场酒店,1426657647,402,1426677647,侯马
454,淄川广场酒店,1426657647,402,1426677647,侯马
810,青海支路酒店,1482748902,132,1482768902,六安
346,安庆路酒店,1434615996,993,1434635996,昭通
122,天台东二街酒店,1409857558,858,1409877558,敦煌
641,天台东二街酒店,1409857558,858,1409877558,敦煌
9,大麦岛酒店,1441336384,598,1441356384,德兴
134,金门路酒店,1468877647,222,1468897647,三亚
479,金门路酒店,1468877647,222,1468897647,三亚
192,金门路酒店,1468877647,222,1468897647,三亚
867,东五街酒店,1492222872,763,1492242872,德令哈
587,延安三路酒店,1488846842,434,1488866842,靖西
708,延安三路酒店,1488846842,434,1488866842,靖西
487,郧阳路酒店,1415994566,898,1416014566,乌兰察布
149,郧阳路酒店,1415994566,898,1416014566,乌兰察布
594,郧阳路酒店,1415994566,898,1416014566,乌兰察布
522,兰山路酒店,1483928628,946,1483948628,义乌
44,兰山路酒店,1483928628,946,1483948628,义乌
594,兰山路酒店,1483928628,946,1483948628,义乌
75,新浦路酒店,1475404727,370,1475424727,六盘水
663,新浦路酒店,1475404727,370,1475424727,六盘水
254,长山路酒店,1430035877,100,1430055877,滨州
275,江苏广场酒店,1482864882,966,1482884882,银川
463,江苏广场酒店,1482864882,966,1482884882,银川
780,江苏广场酒店,1482864882,966,1482884882,银川
839,平原广场酒店,1478132204,923,1478152204,桦甸
674,平原广场酒店,1478132204,923,1478152204,桦甸
878,平原广场酒店,1478132204,923,1478152204,桦甸
304,江苏广场酒店,1445947814,252,1445967814,桂林
825,龙岩街酒店,1404558396,730,1404578396,仁怀
852,芙蓉路酒店,1472322744,926,1472342744,邢台
359,芙蓉路酒店,1472322744,926,1472342744,邢台
855,芙蓉路酒店,1472322744,926,1472342744,邢台
807,太平角五路酒店,1454777477,475,1454797477,和龙
199,标山路酒店,1408067814,240,1408087814,古交
691,标山路酒店,1408067814,240,1408087814,古交
673,标山路酒店,1408067814,240,1408087814,古交
593,四方街酒店,1486259893,511,1486279893,榆树
787,四方街酒店,1486259893,511,1486279893,榆树
669,四平路酒店,1440542243,865,1440562243,松原
286,四平路酒店,1440542243,865,1440562243,松原
608,西康街酒店,1462124646,327,1462144646,天长
274,西康街酒店,1462124646,327,1462144646,天长
278,胶州广场酒店,1411443857,487,1411463857,平度
750,胶州广场酒店,1411443857,487,1411463857,平度
493,胶州广场酒店,1411443857,487,1411463857,平度
919,小港二街酒店,1410882285,366,1410902285,洮南
789,邹县广场酒店,1404175922,503,1404195922,樟树
263,邹县广场酒店,1404175922,503,1404195922,樟树
147,潍县广场酒店,1403916258,950,1403936258,贵溪
156,黄岛路酒店,1452162922,906,1452182922,商丘
861,黄岛路酒店,1452162922,906,1452182922,商丘
596,黄岛路酒店,1452162922,906,1452182922,商丘
162,文登广场酒店,1486942625,713,1486962625,句容
868,文登广场酒店,1486942625,713,1486962625,句容
329,文登广场酒店,1486942625,713,1486962625,句容
233,台东七大厦酒店,1429013149,214,1429033149,当阳
912,台东七大厦酒店,1429013149,214,1429033149,当阳
370,大港四街酒店,1437652610,279,1437672610,肇东
628,大港四街酒店,1437652610,279,1437672610,肇东
948,西江广场酒店,1467151023,406,1467171023,眉山
313,漳州路一路酒店,1430943234,120,1430963234,桦甸
185,福州南路酒店,1469234896,431,1469254896,商丘
39,宁德街酒店,1481984992,765,1482004992,乌苏
459,宁德街酒店,1481984992,765,1482004992,乌苏
852,宁德街酒店,1481984992,765,1482004992,乌苏
138,长城南路酒店,1424480262,166,1424500262,高雄
591,长城南路酒店,1424480262,166,1424500262,高雄
541,长城南路酒店,1424480262,166,1424500262,高雄
709,龙山路酒店,1446304303,942,1446324303,秦皇岛
968,龙山路酒店,1446304303,942,1446324303,秦皇岛
673,龙山路酒店,1446304303,942,1446324303,秦皇岛
969,延安一街酒店,1450900507,797,1450920507,镇江
989,延安一街酒店,1450900507,797,1450920507,镇江
666,宁国二路酒店,1465879223,172,1465899223,连云港
752,宁国二路酒店,1465879223,172,1465899223,连云港
127,宁国二路酒店,1465879223,172,1465899223,连云港
