主叫,被叫,通话时间,通话时长,通话类型
15188888615,13588888628,1440113774,1256,本地
15188888615,13088888430,1480457761,2515,本地
15188888615,15888888848,1414435845,3039,本地
15188888615,13688888591,1400386620,2177,本地
15188888615,15888888466,1479944034,467,本地
15188888615,13788888915,1463182079,2854,本地
15188888615,13588888362,1404312714,1793,本地
15188888615,13988888824,1456603735,1074,本地
15188888615,13988888651,1463895006,1759,本地
15188888615,13488888779,1414384738,3340,本地
15188888615,13788888896,1455483024,41,本地
15188888615,15788888940,1469101771,1722,本地
15188888615,15888888599,1443342624,1669,本地
15188888615,13088888392,1443797214,353,本地
15188888615,13488888895,1491125183,3503,本地
15188888615,13288888204,1448166481,834,本地
15188888615,15688888871,1413655337,3322,本地
15188888615,15188888748,1488055543,2796,本地
15188888615,15788888883,1419863456,2747,本地
15188888615,13788888953,1445098115,2608,本地
15188888615,13088888772,1428250993,2527,本地
15188888615,13988888765,1425691182,1361,本地
15188888615,15688888681,1408871354,790,本地
15188888615,13188888830,1454258017,1540,本地
15188888615,13488888779,1486008710,1889,本地
15188888615,13488888437,1402026166,1953,本地
15188888615,15588888471,1415979951,114,本地
15188888615,13988888803,1424468763,3087,本地
15188888615,15888888732,1468696948,2116,本地
15188888615,13988888841,1464207471,2646,本地
15188888615,15788888921,1493566735,2842,本地
15188888615,13888888669,1409742967,1497,本地
15188888615,15988888980,1403163120,3184,本地
15188888615,13088888240,1452858778,2725,本地
15188888615,15788888902,1492516750,3336,本地
15188888615,13188888640,1489007292,233,本地
15188888615,15988888923,1448483090,2267,本地
15188888615,15288888806,1438820304,407,本地
15188888615,13388888986,1472903455,61,本地
15188888615,13988888632,1475112958,3288,本地
15188888615,13388888644,1428199101,1318,本地
15188888615,13088888696,1400947208,1345,本地
15188888615,13288888698,1435777711,556,本地
15188888615,13688888135,1432360704,3554,本地
13088888620,15088888500,1424268564,3503,本地
13088888620,13788888630,1444563633,1492,本地
13088888620,13888888802,1424213094,2487,本地
13088888620,13788888364,1455009452,735,本地
13088888620,13988888309,1467865797,248,本地
13088888620,13588888704,1417868447,2043,本地
13088888620,13888888118,1462350950,2839,本地
13088888620,15788888446,1438170059,1690,本地
13088888620,13188888906,1483919409,1355,本地
13088888620,13788888174,1478813812,2014,本地
13088888620,15788888807,1408014047,3315,本地
13088888620,15288888920,1493612143,690,本地
13088888620,13588888837,1459826535,672,本地
13088888620,15288888160,1437976685,1669,本地
13088888620,13588888818,1403126760,3352,本地
13088888620,15988888752,1491721823,3027,本地
13088888620,13688888363,1404597903,3237,本地
13088888620,13388888796,1455624618,3182,本地
13088888620,13188888851,1448348860,1996,本地
13088888620,13788888459,1473363888,1506,本地
13088888620,13888888555,1481022674,2904,本地
13088888620,13788888307,1409318393,115,本地
13088888620,13788888193,1470760552,878,本地
13088888620,13188888716,1408865609,481,本地
13088888620,13088888812,1459545755,3514,本地
13088888620,15788888579,1459720442,3342,本地
13088888620,13088888278,1439793716,638,本地
13088888620,15688888586,1400523708,2099,本地
13088888620,15788888997,1445458045,1599,本地
13088888620,13288888833,1409074327,1837,本地
13088888620,13488888874,1431968755,2589,本地
13088888620,15088888310,1470746638,877,本地
13088888620,15388888949,1483284830,314,本地
13088888620,13888888878,1486982393,1897,本地
13088888620,15988888999,1455777853,3194,本地
13088888620,15388888854,1494575917,1327,本地
13088888620,15588888661,1464734416,3113,本地
13088888620,13288888852,1461013051,1944,本地
13088888620,15888888181,1482974851,2117,本地
13088888620,15588888642,1431884504,2432,本地
13088888620,13688888610,1445332474,1194,本地
13088888620,15388888436,1445022418,1563,本地
13088888620,13888888251,1484679861,2435,本地
13088888620,15888888181,1418293466,1376,本地
13088888620,13688888192,1476995945,1995,本地
13088888620,13788888117,1416814222,695,本地
13088888620,15788888769,1411832476,442,本地
13088888620,15588888509,1403554633,1631,本地
13088888620,15188888881,1438378468,3230,本地
13088888620,13588888818,1445972787,3238,本地
13088888620,15888888219,1428260109,2871,本地
13088888620,13388888663,1450814888,610,本地
13088888620,15288888540,1435246925,1042,本地
13088888620,15188888767,1484777635,732,本地
13088888620,13088888335,1434329471,2548,本地
13088888620,13388888606,1440536134,1226,本地
13088888620,13888888422,1417009904,3208,本地
15688888681,13988888195,1415985090,2367,本地
15688888681,13488888304,1439071472,2820,本地
15688888681,15888888580,1439290388,1291,本地
15688888681,13588888115,1486854371,3201,本地
15688888681,15888888960,1477339831,2424,本地
15688888681,15088888899,1472171167,3228,本地
15688888681,13388888720,1493407188,182,本地
15688888681,13088888886,1432476902,3574,本地
15688888681,15788888389,1466591927,2520,本地
15688888681,13888888156,1490434807,1574,本地
15688888681,13488888722,1451005194,3239,本地
15688888681,13288888166,1461645779,970,本地
15688888681,13588888514,1404863664,1292,本地
15688888681,15088888652,1466094154,3021,本地
15688888681,13788888364,1402506458,2999,本地
15688888681,13988888537,1425747559,3253,本地
15688888681,15788888885,1449035541,2879,本地
15688888681,13788888364,1453424627,2510,本地
15688888681,15188888976,1485795401,3154,本地
15688888681,15388888170,1455135520,3061,本地
15688888681,13988888689,1440063006,3415,本地
15688888681,15388888626,1483341775,782,本地
15688888681,13688888840,1402009258,1466,本地
15688888681,13288888774,1467633680,2422,本地
15688888681,13888888650,1429399874,2367,本地
15688888681,13888888631,1445332655,2779,本地
15688888681,15988888999,1402883655,607,本地
15688888681,13488888513,1458302613,2308,本地
15688888681,15988888106,1462776240,2031,本地
15688888681,13188888925,1467894047,3256,本地
15688888681,15988888752,1411038045,3527,本地
15688888681,15088888500,1429983105,1894,本地
15688888681,15788888883,1471048285,2504,本地
15688888681,15988888581,1425662038,1244,本地
15688888681,15888888618,1463986309,1093,本地
15688888681,15688888643,1407741548,2959,本地
15688888681,13388888836,1486957914,323,本地
15688888681,13888888884,1493581813,3332,本地
15688888681,13488888760,1435876074,174,本地
15688888681,15288888939,1457710717,1357,本地
15688888681,15188888216,1469120636,3477,本地
15688888681,15988888543,1492149242,1739,本地
15688888681,15888888314,1425632953,1151,本地
15688888681,13188888526,1457165905,2279,本地
15688888681,15588888205,1417256279,976,本地
15688888681,13188888355,1413284226,255,本地
15688888681,15888888751,1405330381,3552,本地
15688888681,15088888844,1475515675,3542,本地
15688888681,13888888270,1411007471,2002,本地
15688888681,15788888237,1432411317,412,本地
15688888681,13588888191,1436083884,883,本地
15688888681,13188888146,1457830443,3366,本地
15688888681,13788888212,1405789102,2039,本地
15688888681,15388888322,1481089990,1220,本地
15688888681,15688888719,1406018458,2022,本地
15688888681,13088888202,1405776383,224,本地
15688888681,15988888239,1425878874,3579,本地
15688888681,13788888877,1493732905,2022,本地
15688888681,13288888907,1401763099,2571,本地
15688888681,13588888533,1437199777,3515,本地
15988888239,15688888605,1453325578,2560,本地
15988888239,15088888882,1463899520,2777,本地
15988888239,13388888720,1417121905,2900,本地
13788888174,15088888177,1469916737,2373,本地
13788888174,15288888884,1474911143,784,本地
13788888174,13088888829,1487361836,3022,本地
13788888174,13388888112,1473955728,802,本地
13788888174,15588888908,1413446660,2593,本地
13788888174,15588888509,1464310476,2204,本地
13788888174,13688888591,1413843158,1438,本地
13788888174,15388888911,1433613898,967,本地
13788888174,13388888777,1478298381,3295,本地
13788888174,13288888698,1415593532,1666,本地
13788888174,15988888885,1407108094,311,本地
13788888174,15288888597,1420077870,752,本地
13788888174,13688888249,1411937759,1240,本地
13788888174,15888888979,1407779836,693,本地
13788888174,13288888852,1417852926,3313,本地
13788888174,15788888332,1420670405,522,本地
13788888174,13188888564,1488697197,940,本地
13788888174,13888888916,1458857003,1400,本地
13788888174,15888888903,1434677143,313,本地
13788888174,13088888107,1414390299,1912,本地
13788888174,13988888442,1425822832,2575,本地
13788888174,13788888554,1447338567,2653,本地
13788888174,13088888430,1431585903,811,本地
13788888174,13288888831,1456422755,2893,本地
13788888174,13688888420,1405460949,3037,本地
13788888174,15188888938,1454471716,1039,本地
13788888174,15588888604,1410356248,1996,本地
13788888174,13488888646,1448171504,981,本地
13788888174,15788888218,1494232531,559,本地
13788888174,15088888386,1455606948,3519,本地
13788888174,15388888759,1465914423,867,本地
13788888174,15988888106,1488652948,1110,本地
13788888174,15588888870,1484298916,1503,本地
13788888174,13988888290,1444947049,2054,本地
13788888174,13288888432,1474209901,2729,本地
13788888174,13588888896,1481267705,474,本地
13788888174,13188888526,1412852374,18,本地
13788888174,13388888435,1413299899,1466,本地
13788888174,15988888695,1406519688,827,本地
13788888174,15188888615,1417038341,2540,本地
13788888174,15788888142,1479167886,2745,本地
13788888174,13588888896,1463310014,2341,本地
13788888174,13288888299,1435582633,3343,本地
13788888174,13188888811,1446054426,1981,本地
13788888174,15288888483,1428953562,2858,本地
13788888174,13488888418,1450240536,3301,本地
13788888174,15088888215,1431614330,1703,本地
13788888174,13788888896,1434243571,1735,本地
13788888174,13988888138,1488273993,2544,本地
13788888174,15288888825,1416492343,1669,本地
13788888174,15388888360,1453163711,1309,本地
13788888174,15188888805,1479003839,2137,本地
13788888174,13288888489,1446857821,789,本地
13788888174,13488888475,1447630793,1186,本地
13788888174,15288888597,1422231292,3267,本地
13788888174,13088888753,1452020967,3567,本地
13788888174,13488888817,1437382327,673,本地
13788888174,13688888882,1401921620,413,本地
13788888174,13388888321,1445555097,2553,本地
13788888174,13888888842,1483097721,282,本地
13788888174,15988888999,1451680177,1519,本地
13788888174,13888888861,1477759085,1007,本地
13788888174,13088888183,1430310081,724,本地
13788888174,13388888777,1423095719,1484,本地
15988888885,15888888409,1421529887,536,本地
15988888885,13188888792,1456451517,3443,本地
15988888885,13988888328,1437579023,1632,本地
15988888885,15388888455,1407518020,408,本地
15988888885,15988888562,1490161537,21,本地
15988888885,15388888436,1486258258,2729,本地
15988888885,13388888720,1477908717,2473,本地
15988888885,13488888475,1400796906,3414,本地
15988888885,15788888237,1435021665,3456,本地
15988888885,13188888165,1477187747,2184,本地
15988888885,13388888283,1430615864,3426,本地
15988888885,13088888886,1470595895,3548,本地
15988888885,13188888127,1474514700,1787,本地
15988888885,13288888774,1436716322,706,本地
15988888885,15088888215,1404668546,3547,本地
15988888885,15388888816,1494825048,872,本地
15988888885,13988888727,1463073927,2980,本地
15988888885,15388888531,1446361054,1928,本地
15988888885,13788888934,1407827173,1716,本地
15988888885,15288888654,1474320843,3489,本地
15988888885,13988888233,1491708813,1922,本地
15988888885,15188888691,1480277839,2600,本地
15988888885,15388888341,1402936639,576,本地
15988888885,13488888190,1469204310,2489,本地
15988888885,13288888774,1475307645,246,本地
15988888885,13488888133,1477357484,206,本地
15988888885,15088888386,1444663857,2673,本地
15988888885,13688888876,1418116314,2791,本地
15988888885,13888888460,1400522439,362,本地
15988888885,13888888669,1460965325,3575,本地
15988888885,13088888544,1436112184,2511,本地
15988888885,13988888898,1456232641,702,本地
15988888885,13288888814,1491477947,2977,本地
15988888885,13488888855,1425850973,2384,本地
15988888885,15988888106,1482273954,687,本地
15988888885,13788888991,1419783043,1000,本地
15988888885,13488888880,1432041652,2415,本地
15988888885,13788888364,1403039766,3186,本地
15988888885,15688888396,1460964503,2531,本地
15988888885,13988888195,1423166098,2087,本地
15988888885,13488888874,1418317315,51,本地
15988888885,13088888240,1471865107,3498,本地
15988888885,15288888293,1405549403,467,本地
15988888885,15888888998,1404281179,724,本地
15988888885,15088888386,1434818007,3217,本地
15988888885,13688888591,1471539628,2586,本地
15988888885,13788888706,1476744548,1280,本地
15988888885,15788888541,1447265143,548,本地
15888888827,13688888553,1457871959,1288,本地
15888888827,13188888849,1435737750,2352,本地
15888888827,15588888851,1488841156,2268,本地
15888888827,13788888934,1492351268,478,本地
15888888827,15288888578,1410478588,1526,本地
15888888827,13988888480,1409157802,1380,本地
15888888827,13388888264,1422453943,1035,本地
15888888827,15988888220,1409986157,1640,本地
15888888827,15288888369,1440460138,2745,本地
15088888804,15388888512,1426999984,3005,本地
15088888804,13888888422,1428892439,1419,本地
15088888804,13888888823,1477696328,531,本地
15088888804,13588888229,1463831396,169,本地
15088888804,15388888132,1411204349,2193,本地
15088888804,15388888607,1470201268,1315,本地
15088888804,15688888206,1444951203,819,本地
15088888804,15688888225,1436587334,1747,本地
15088888804,15688888168,1444178922,3258,本地
15088888804,15888888485,1482673672,531,本地
15088888804,13688888420,1406073354,2864,本地
15088888804,13988888119,1428895537,409,本地
15088888804,13188888336,1465334144,797,本地
15088888804,13388888321,1472033215,2682,本地
15088888804,15388888683,1446453609,2091,本地
15088888804,13688888496,1425131653,2269,本地
15088888804,15888888105,1412976175,2561,本地
15088888804,15388888227,1481936332,1795,本地
15088888804,15788888180,1494258794,121,本地
15088888804,15388888474,1433511066,1251,本地
15088888804,13688888382,1438248656,1820,本地
15088888804,15888888580,1434583572,2058,本地
15088888804,13388888720,1484771480,3056,本地
15088888804,13088888164,1412113497,488,本地
15088888804,13488888741,1470903999,2425,本地
15088888804,15388888569,1486321688,966,本地
15088888804,15688888835,1455745282,709,本地
15088888804,15988888125,1418525053,3586,本地
15088888804,13088888392,1401776606,3592,本地
15088888804,13888888137,1462423199,2865,本地
15088888804,15288888274,1427540883,3015,本地
15088888804,15188888159,1409049290,103,本地
15088888804,13588888324,1445154985,3075,本地
15088888804,15788888807,1492836904,1536,本地
15088888804,15688888225,1486817519,2447,本地
15088888804,13188888108,1430530832,2835,本地
15088888804,15388888322,1461817134,2954,本地
15088888804,13188888146,1491314283,621,本地
15088888804,15888888105,1478425417,1480,本地
15088888804,15288888502,1477135050,1470,本地
15088888804,15888888789,1484245090,3104,本地
15088888804,13888888897,1418432097,1531,本地
15088888804,13888888973,1475012290,878,本地
15088888804,15388888208,1400276129,3305,本地
15088888804,15888888580,1421240652,651,本地
15888888200,13888888880,1492846494,3463,本地
15888888200,13488888456,1423796198,2268,本地
15888888200,13688888268,1463550946,274,本地
15888888200,13388888967,1434697153,3220,本地
15888888200,13488888741,1428600428,2745,本地
15888888200,15588888851,1433861878,2028,本地
15888888200,15788888560,1488369326,1568,本地
15888888200,15588888585,1429381026,2590,本地
15888888200,15388888512,1455036021,2101,本地
15888888200,13388888283,1459028398,878,本地
15888888200,13188888773,1444968194,2428,本地
15888888200,15588888547,1467276209,836,本地
15888888200,13488888779,1469237553,3355,本地
15888888200,13788888839,1424732772,1347,本地
15888888200,13488888589,1403233584,857,本地
15888888200,13288888679,1432823248,2166,本地
15888888200,15688888835,1452962220,1472,本地
15888888200,13688888897,1416787285,671,本地
15888888200,15888888523,1494241497,31,本地
15888888200,13488888819,1402850787,1986,本地
15888888200,13088888449,1443648549,1430,本地
15888888200,15988888448,1462432361,1770,本地
15888888200,15388888778,1426867166,810,本地
15888888200,13188888583,1457158916,360,本地
15888888200,15388888512,1420852354,2395,本地
15888888200,13888888308,1409423990,2638,本地
15888888200,15588888452,1420052210,2699,本地
15888888200,13788888801,1482856333,1936,本地
15888888200,15788888845,1487825953,2986,本地
15888888200,13088888354,1489016441,2007,本地
15888888200,15688888282,1412209211,2840,本地
15888888200,13188888906,1465094078,1105,本地
15888888200,13988888480,1468970857,3278,本地
15888888200,13488888171,1468444332,2525,本地
15888888200,13088888354,1489932139,1449,本地
15888888200,13288888736,1476493417,2349,本地
15888888200,13088888183,1462836737,1651,本地
15888888200,15288888920,1410121405,831,本地
15888888200,15288888483,1425262106,1500,本地
15888888200,15888888751,1477289953,938,本地
15888888200,13688888629,1488683968,3452,本地
15888888200,15388888930,1424750847,1445,本地
15888888200,15588888205,1487119843,2104,本地
15888888200,13088888221,1422876297,866,本地
15888888200,13888888498,1467875091,1864,本地
15888888200,15388888322,1494401040,2533,本地
15888888200,13188888564,1454442669,279,本地
15888888200,13188888887,1404099110,572,本地
15888888200,13588888818,1484087916,3600,本地
15888888200,13588888858,1431800835,3047,本地
15888888200,15188888140,1420579947,2391,本地
15888888200,15388888550,1428928705,3583,本地
15888888200,15188888102,1486045810,577,本地
15888888200,15588888834,1419332702,2648,本地
15888888200,15888888810,1415370890,705,本地
15888888200,15888888390,1442027361,784,本地
15888888200,15288888122,1409124803,1484,本地
15888888200,15188888102,1468292897,2605,本地
15888888200,13388888587,1446488997,689,本地
15888888200,15788888978,1438529679,1199,本地
15888888200,15188888349,1482371715,1051,本地
15888888200,15688888149,1426845766,2417,本地
15888888200,15388888512,1476630676,2469,本地
15888888200,13188888260,1470309228,2347,本地
15888888200,13888888422,1483725653,2729,本地
15888888200,13888888612,1461715127,2165,本地
15888888200,15288888865,1427670729,2322,本地
15888888200,13088888812,1478162787,372,本地
15888888200,15588888167,1457447264,3116,本地
15888888200,13288888852,1456431904,3518,本地
15888888200,13288888774,1491929287,1977,本地
15888888200,15688888510,1490092539,1046,本地
15888888200,15388888818,1409922338,1766,本地
15888888200,15588888680,1437415618,3264,本地
15888888200,13088888145,1447391476,61,本地
15888888200,15888888428,1413632739,786,本地
15888888200,13188888887,1440540276,386,本地
15888888200,13088888943,1413360608,2806,本地
15888888200,15288888749,1448455262,1927,本地
15888888200,15588888224,1447334895,1105,本地
15888888200,15588888794,1423901489,2967,本地
15888888200,13788888573,1415125352,554,本地
15888888200,13588888858,1415093173,2445,本地
15888888200,13788888497,1443437152,2308,本地
15888888200,13388888853,1413731282,623,本地
15888888200,13688888705,1458837408,3233,本地
15888888200,13988888765,1478727732,1361,本地
15888888200,15388888894,1411032339,2150,本地
15888888200,15588888395,1420392212,1166,本地
15888888200,13088888962,1408868334,3276,本地
15888888200,15788888484,1491736133,387,本地
15888888200,13488888950,1443098653,927,本地
15888888200,13288888318,1406047116,2782,本地
15888888200,13088888620,1413522719,3227,本地
15888888200,15688888873,1469008292,337,本地
15888888200,13288888926,1425944234,998,本地
15888888200,13488888969,1454049234,2375,本地
15888888200,13588888248,1428891725,184,本地
15888888200,15288888977,1462880768,3158,本地
13788888117,15988888125,1444608093,787,本地
13788888117,13388888435,1445566244,2252,本地
13788888117,13488888304,1414728182,3024,本地
13788888117,15288888616,1422615268,2879,本地
13788888117,15388888911,1400493113,293,本地
13788888117,15388888493,1416309071,2593,本地
13788888117,13988888575,1400544990,1881,本地
13788888117,13088888812,1427158595,2086,本地
13788888117,15088888671,1426618631,1463,本地
13788888117,13788888269,1464747136,2791,本地
13788888117,15288888331,1439246489,3093,本地
13788888117,15888888105,1441651000,816,本地
13788888117,13688888173,1430697786,191,本地
13788888117,15588888433,1482556806,2153,本地
13788888117,15888888848,1487153010,2398,本地
13688888800,13188888659,1449488853,950,本地
13688888800,13988888879,1481809827,3359,本地
13688888800,15188888845,1440644695,3461,本地
13688888800,15288888806,1484762571,344,本地
13688888800,15388888588,1403269477,2183,本地
13688888800,15588888110,1444085701,3149,本地
13688888800,13588888324,1416575888,16,本地
13688888800,13688888515,1430136486,497,本地
13688888800,15388888132,1489493852,421,本地
13688888800,15388888759,1410155504,2308,本地
13588888896,13788888991,1400533720,1600,本地
13588888896,13288888736,1490731463,3145,本地
13588888896,13188888583,1443124700,1845,本地
13588888896,15788888560,1408822521,2074,本地
13588888896,13988888917,1473887521,3241,本地
13588888896,13388888302,1409674335,1829,本地
13588888896,13288888603,1479965368,3445,本地
13588888896,13288888223,1468883140,1746,本地
13588888896,13888888669,1434839086,1635,本地
13588888896,15988888847,1488855923,1110,本地
13588888896,15588888243,1457066241,866,本地
13588888896,13888888384,1412393534,3169,本地
13588888896,13388888359,1434863160,40,本地
13588888896,13488888646,1411472803,3450,本地
13588888896,13088888601,1463123604,106,本地
13588888896,13488888285,1488051530,2895,本地
13588888896,13088888430,1443123377,772,本地
13588888896,15788888237,1408022904,356,本地
13588888896,13988888233,1401524045,2928,本地
13588888896,15588888794,1467034986,1021,本地
13588888896,13788888288,1451746703,27,本地
13588888896,15188888805,1420553799,594,本地
13588888896,13288888890,1491451333,556,本地
13588888896,13688888154,1406691689,3481,本地
13588888896,15888888751,1477716063,454,本地
13588888896,13988888784,1472190520,1019,本地
13588888896,13488888456,1430215261,111,本地
13588888896,13988888214,1480188749,899,本地
13588888896,15588888281,1402358555,3458,本地
13588888896,15588888756,1418238364,484,本地
13588888896,13388888855,1461500202,3116,本地
13588888896,13488888304,1419208714,3386,本地
13588888896,15288888293,1410661433,1547,本地
13588888896,13288888926,1474773971,169,本地
13588888896,15588888680,1461289523,3529,本地
13588888896,15788888218,1443917996,3233,本地
13588888896,15988888811,1465714593,2726,本地
13588888896,13588888780,1456456573,2792,本地
13588888896,13888888973,1490816212,1834,本地
13588888896,13888888992,1420064715,525,本地
13588888896,15788888655,1493406631,1326,本地
13588888896,15188888710,1420184088,2543,本地
13588888896,13888888251,1455527967,311,本地
13588888896,13688888401,1458282541,1342,本地
13588888896,15388888930,1437728464,887,本地
13588888896,15388888702,1491188143,1525,本地
13588888896,13988888499,1409709788,2945,本地
13588888896,13988888404,1407542902,3281,本地
13588888896,13088888107,1405366179,1679,本地
13588888896,15188888368,1494189649,3253,本地
13588888896,13588888894,1489686512,1257,本地
13588888896,13288888926,1414524721,1839,本地
13588888896,13688888173,1408298933,2823,本地
13588888896,13388888929,1475722054,2852,本地
15288888888,15688888719,1428838409,1880,本地
15288888888,15188888805,1423934581,1626,本地
15288888888,15588888927,1460514859,1685,本地
15288888888,13488888114,1482084795,1432,本地
15288888888,15088888215,1417465512,1287,本地
15288888888,13888888194,1476834294,2378,本地
15288888888,13888888764,1490947840,3225,本地
15288888888,15188888826,1470720452,3123,本地
15288888888,15588888566,1466816380,1048,本地
15288888888,13788888953,1424099864,1070,本地
15288888888,13388888359,1439448570,1739,本地
15288888888,15588888699,1435532759,2720,本地
15288888888,15588888319,1466273853,3492,本地
15288888888,13788888611,1427513998,3173,本地
15288888888,15688888510,1474681169,1400,本地
15288888888,15088888367,1443031196,1244,本地
15288888888,15888888409,1476860144,845,本地
15288888888,13088888468,1407966949,3218,本地
15288888888,13688888762,1425111811,176,本地
15288888888,15688888814,1430478431,3168,本地
15288888888,15788888427,1454987904,228,本地
15288888888,15188888786,1491033509,3080,本地
15288888888,13688888857,1463583494,3064,本地
15288888888,13288888318,1467053483,559,本地
15288888888,15088888329,1421707058,2864,本地
15288888888,15788888598,1413773982,3095,本地
15288888888,13688888878,1458570674,795,本地
15288888888,13888888194,1488018657,1615,本地
15288888888,13288888852,1485867281,3371,本地
15288888888,15888888618,1403741432,1596,本地
15288888888,15388888856,1492487860,1921,本地
15288888888,13988888518,1467202934,3149,本地
15288888888,13488888722,1487136321,520,本地
15288888888,13388888817,1491669075,3459,本地
15288888888,13288888850,1428142763,2364,本地
15288888888,15588888946,1401574600,1433,本地
15288888888,15988888372,1436589378,961,本地
15288888888,15788888866,1453791014,3197,本地
15288888888,15688888377,1491432365,52,本地
15288888888,15188888748,1458246868,221,本地
15288888888,15888888409,1487148359,1887,本地
15288888888,13988888898,1401525683,2451,本地
15288888888,15188888501,1488283323,1599,本地
15288888888,15188888425,1435836574,813,本地
15288888888,13088888221,1468668001,590,本地
15288888888,13588888894,1436987209,502,本地
15288888888,15088888348,1440107709,1146,本地
15288888888,15088888557,1434514089,3027,本地
15288888888,15088888652,1458655969,711,本地
15288888888,13088888449,1487230344,1455,本地
15288888888,13588888666,1477726927,2225,本地
15288888888,13288888736,1491015752,128,本地
13988888881,13088888126,1483060821,99,本地
13988888881,15088888291,1407295596,3514,本地
13988888881,15388888740,1451392059,1977,本地
13988888881,13088888582,1473486872,1518,本地
13988888881,15588888433,1471549821,2647,本地
13988888881,15788888847,1445794342,3168,本地
13988888881,13788888307,1414762878,3019,本地
13988888881,15688888795,1444793900,135,本地
13988888881,15888888751,1426217803,3048,本地
13988888881,13888888631,1412554660,1869,本地
13988888881,15388888151,1483409247,2973,本地
13988888881,13788888535,1405096237,87,本地
13988888881,13388888150,1406623896,1628,本地
13988888881,13788888307,1413140774,3600,本地
13988888881,15188888883,1422268036,2243,本地
13988888881,15288888749,1403999255,2241,本地
13988888881,13488888114,1405339522,2896,本地
13988888881,15588888490,1493457056,3269,本地
13988888881,13988888385,1492110069,2707,本地
13988888881,15288888806,1459409224,56,本地
13988888881,13688888401,1431858439,2057,本地
13988888881,13888888498,1405596385,1491,本地
13988888881,13688888800,1422794018,2330,本地
13988888881,15188888311,1416297708,1341,本地
13988888881,15388888569,1493251427,3019,本地
13988888881,15188888883,1408262086,1537,本地
15988888467,13088888297,1438400796,2841,本地
15988888467,13788888915,1472066925,227,本地
15988888467,13188888526,1440163493,1818,本地
15988888467,15288888863,1424821388,1869,本地
15988888467,13388888739,1409427782,3284,本地
15988888467,13588888818,1417422436,1207,本地
15988888467,13288888375,1411383336,1762,本地
15988888467,13188888298,1435496699,2897,本地
15988888467,15288888597,1426470939,1390,本地
15988888467,15688888757,1478220085,2427,本地
15988888467,13288888147,1441301756,335,本地
15988888467,13888888327,1426180243,1831,本地
15988888467,13188888811,1461434933,1621,本地
15988888467,13988888499,1472157073,738,本地
15988888467,15888888542,1457978061,3277,本地
15988888467,13488888722,1402440082,1517,本地
15988888467,13688888952,1476537344,1097,本地
15988888467,13388888207,1460381271,1462,本地
15988888467,15188888887,1429214671,2133,本地
15988888467,13088888468,1466509044,2242,本地
15988888467,13488888456,1475684164,221,本地
15988888467,13088888487,1436196078,3074,本地
15988888467,13888888707,1403060898,398,本地
15988888467,15088888728,1462196050,3360,本地
15988888467,15988888657,1442586824,1459,本地
15988888467,15388888607,1484728925,324,本地
15988888467,15388888208,1433065186,1399,本地
15988888467,15688888453,1474777644,3357,本地
15988888467,15888888829,1408476415,1103,本地
15988888467,15688888415,1402329835,1912,本地
15988888467,15988888467,1486130585,2688,本地
15988888467,13488888285,1410772008,2046,本地
15988888467,15588888357,1440868250,1315,本地
15988888467,13588888685,1414346619,2215,本地
15988888467,15388888911,1438064980,3147,本地
15988888467,13888888612,1410525067,2359,本地
15988888467,15588888756,1445952327,2388,本地
15988888467,15888888922,1455066673,1938,本地
15988888467,15688888700,1481571118,1152,本地
15988888467,15088888918,1414024574,2858,本地
15988888467,15788888750,1403549999,729,本地
15988888467,13288888850,1479791352,1024,本地
15988888467,13588888476,1443947709,2552,本地
15988888467,13888888802,1441377325,1745,本地
15988888467,15588888832,1488174012,975,本地
15988888467,15088888120,1429573370,3029,本地
15988888467,15888888162,1437425535,661,本地
15988888467,15588888300,1428628880,1739,本地
15988888467,13788888212,1487636363,1317,本地
15988888467,15988888961,1452776883,2795,本地
15988888467,13288888641,1464878020,2676,本地
15988888467,13188888374,1433412790,2459,本地
15988888467,13788888687,1407650558,1740,本地
15988888467,15588888794,1470403976,1981,本地
15988888467,13988888366,1418315227,1879,本地
15988888467,13188888716,1432347903,203,本地
15988888467,15288888825,1412942493,3222,本地
15988888467,15788888866,1404490333,979,本地
15988888467,13488888228,1488804248,557,本地
15988888467,13988888233,1445605190,1533,本地
15988888467,13088888905,1409743545,2734,本地
15988888467,13988888803,1458629824,2774,本地
15988888467,13488888247,1431888045,2742,本地
15988888467,13288888850,1427036692,510,本地
15988888467,15188888311,1424468881,533,本地
15988888467,13088888620,1425168649,620,本地
15988888467,13388888891,1463895418,925,本地
15988888467,13988888499,1476414000,3207,本地
15988888467,13688888306,1421480791,1271,本地
15988888467,13688888230,1493513006,1267,本地
15988888467,15688888111,1429143885,3310,本地
15988888467,13588888438,1464700172,861,本地
15988888467,13088888392,1429042731,2073,本地
15988888467,15388888664,1454318943,3509,本地
15988888467,15888888390,1441014725,1874,本地
15988888467,13388888264,1466986922,2231,本地
15988888467,15288888692,1440273157,1147,本地
15988888467,13288888736,1428224520,3575,本地
15688888396,13088888259,1427995983,3170,本地
15688888396,13788888841,1462566156,366,本地
15688888396,13288888489,1403078151,2771,本地
15688888396,13788888915,1410702592,970,本地
15688888396,13288888945,1459586251,2194,本地
15688888396,13688888743,1441690337,1247,本地
15688888396,13288888641,1447494252,916,本地
15688888396,15288888578,1474912605,2571,本地
15688888396,15088888975,1441999903,2896,本地
15688888396,13888888156,1435535305,1883,本地
